participant_id,candidate_id,program_id,completion_status,score,feedback_rating
PTC00493,CND0203,PRG0194,Completed,74.4,4.1
PTC00494,CND0204,PRG0099,Completed,72.8,3.7
PTC00495,CND0204,PRG0141,Completed,75.4,3.2
PTC00496,CND0204,PRG0146,Completed,80.7,4.8
PTC00497,CND0204,PRG0219,Completed,69.1,4.3
PTC00498,CND0205,PRG0100,Completed,86.0,4.1
PTC00499,CND0206,PRG0104,Completed,83.9,3.4
PTC00500,CND0206,PRG0103,Completed,90.3,4.7
PTC00501,CND0207,PRG0151,Completed,70.5,4.8
PTC00502,CND0207,PRG0152,Completed,84.7,4.5
PTC00503,CND0207,PRG0150,In Progress,,4.4
PTC00504,CND0208,PRG0197,Completed,82.4,4.0
PTC00505,CND0208,PRG0170,Completed,78.7,3.2
PTC00506,CND0208,PRG0142,Completed,80.9,4.5
PTC00507,CND0208,PRG0243,Completed,78.1,4.5
PTC00508,CND0209,PRG0146,Completed,81.8,4.1
PTC00509,CND0209,PRG0147,In Progress,,4.3
PTC00510,CND0210,PRG0029,Completed,78.3,5.0
PTC00511,CND0210,PRG0028,In Progress,,5.0
PTC00512,CND0210,PRG0030,Completed,69.1,4.6
PTC00513,CND0211,PRG0134,Completed,84.9,4.1
PTC00514,CND0212,PRG0206,In Progress,,3.7
PTC00515,CND0213,PRG0073,Completed,75.1,4.2
PTC00516,CND0214,PRG0194,Completed,74.8,4.5
PTC00517,CND0214,PRG0198,In Progress,,4.5
PTC00518,CND0214,PRG0243,Completed,82.8,4.6
PTC00519,CND0215,PRG0041,Dropped,,4.1
PTC00520,CND0215,PRG0110,In Progress,,3.8
PTC00521,CND0215,PRG0086,Completed,83.5,4.7
PTC00522,CND0215,PRG0143,Completed,64.8,4.4
PTC00523,CND0216,PRG0039,Completed,90.3,3.6
PTC00524,CND0216,PRG0037,In Progress,,3.2
PTC00525,CND0216,PRG0041,In Progress,,3.0
PTC00526,CND0216,PRG0038,In Progress,,4.5
PTC00527,CND0216,PRG0040,Completed,83.8,3.9
PTC00528,CND0218,PRG0111,Completed,64.3,4.7
PTC00529,CND0218,PRG0109,In Progress,,4.2
PTC00530,CND0219,PRG0201,Completed,69.4,4.7
PTC00531,CND0219,PRG0202,In Progress,,4.0
PTC00532,CND0220,PRG0086,Completed,79.2,4.7
PTC00533,CND0221,PRG0242,Completed,85.4,3.6
PTC00534,CND0221,PRG0241,Completed,70.8,4.3
PTC00535,CND0222,PRG0190,In Progress,,3.2
PTC00536,CND0222,PRG0192,Completed,86.8,4.5
PTC00537,CND0223,PRG0062,Completed,89.1,4.2
PTC00538,CND0223,PRG0064,Completed,92.6,2.9
PTC00539,CND0223,PRG0063,Completed,68.0,4.2
PTC00540,CND0223,PRG0065,In Progress,,4.5
PTC00541,CND0224,PRG0130,In Progress,,4.7
PTC00542,CND0224,PRG0141,Completed,72.1,4.5
PTC00543,CND0224,PRG0030,Completed,71.6,4.6
PTC00544,CND0224,PRG0016,Completed,83.1,5.0
PTC00545,CND0224,PRG0242,In Progress,,4.0
PTC00546,CND0225,PRG0141,In Progress,,4.5
PTC00547,CND0226,PRG0025,Completed,80.5,3.8
PTC00548,CND0226,PRG0026,Dropped,,3.8
PTC00549,CND0226,PRG0027,Dropped,,3.8
PTC00550,CND0227,PRG0091,Completed,92.9,4.8
PTC00551,CND0227,PRG0068,Completed,82.0,3.4
PTC00552,CND0227,PRG0043,Completed,92.2,4.1
PTC00553,CND0227,PRG0215,Completed,87.5,5.0
PTC00554,CND0227,PRG0062,Completed,84.5,3.6
PTC00555,CND0228,PRG0086,Dropped,,4.5
PTC00556,CND0229,PRG0121,Completed,73.9,4.1
PTC00557,CND0230,PRG0128,In Progress,,4.3
PTC00558,CND0230,PRG0127,Completed,100.0,3.5
PTC00559,CND0231,PRG0161,In Progress,,4.4
PTC00560,CND0231,PRG0162,Completed,99.6,4.4
PTC00561,CND0231,PRG0159,In Progress,,4.4
PTC00562,CND0232,PRG0129,Dropped,,4.4
PTC00563,CND0232,PRG0132,Completed,79.0,4.1
PTC00564,CND0232,PRG0131,Completed,92.2,4.1
PTC00565,CND0232,PRG0130,Completed,75.0,4.0
PTC00566,CND0233,PRG0091,Completed,91.4,3.8
PTC00567,CND0233,PRG0093,Dropped,,4.3
PTC00568,CND0234,PRG0002,Completed,75.6,3.5
PTC00569,CND0234,PRG0160,Completed,75.8,4.1
PTC00570,CND0234,PRG0141,Dropped,,3.8
PTC00571,CND0234,PRG0180,Completed,59.9,4.7
PTC00572,CND0234,PRG0061,Completed,94.7,4.6
PTC00573,CND0235,PRG0062,In Progress,,3.5
PTC00574,CND0236,PRG0094,Completed,86.6,5.0
PTC00575,CND0236,PRG0045,Completed,89.0,4.7
PTC00576,CND0236,PRG0096,Completed,82.8,5.0
PTC00577,CND0237,PRG0187,Completed,77.6,3.9
PTC00578,CND0237,PRG0189,Completed,85.0,4.5
PTC00579,CND0237,PRG0188,In Progress,,4.3
PTC00580,CND0238,PRG0127,Completed,85.1,5.0
PTC00581,CND0238,PRG0158,Dropped,,4.1
PTC00582,CND0238,PRG0098,Completed,73.5,3.8
PTC00583,CND0238,PRG0068,Completed,71.1,3.7
PTC00584,CND0238,PRG0159,Completed,78.3,3.4
PTC00585,CND0239,PRG0096,In Progress,,3.7
PTC00586,CND0239,PRG0095,Completed,97.2,4.5
PTC00587,CND0239,PRG0098,Completed,92.3,3.8
PTC00588,CND0240,PRG0206,Completed,90.5,3.5
PTC00589,CND0240,PRG0205,Completed,73.0,4.6
PTC00590,CND0240,PRG0204,Completed,72.5,4.5
PTC00591,CND0241,PRG0154,In Progress,,3.4
PTC00592,CND0241,PRG0153,Completed,84.6,3.9
PTC00593,CND0241,PRG0152,Completed,71.9,3.0
PTC00594,CND0241,PRG0150,Completed,85.5,3.3
PTC00595,CND0241,PRG0151,In Progress,,4.3
PTC00596,CND0242,PRG0188,Completed,79.4,4.4
PTC00597,CND0242,PRG0189,Dropped,,4.4
PTC00598,CND0242,PRG0187,Completed,86.7,3.3
PTC00599,CND0244,PRG0209,Completed,89.6,4.6
PTC00600,CND0244,PRG0208,In Progress,,3.6
PTC00601,CND0246,PRG0133,Completed,79.6,4.6
PTC00602,CND0246,PRG0112,Completed,95.3,4.4
PTC00603,CND0246,PRG0240,Dropped,,4.9
PTC00604,CND0246,PRG0134,Completed,100.0,4.8
PTC00605,CND0247,PRG0072,Dropped,,4.5
PTC00606,CND0247,PRG0240,In Progress,,3.4
PTC00607,CND0247,PRG0166,Completed,85.7,2.9
PTC00608,CND0247,PRG0191,Completed,88.3,4.7
PTC00609,CND0247,PRG0194,Completed,76.1,4.3
PTC00610,CND0248,PRG0005,Completed,100.0,4.2
PTC00611,CND0248,PRG0082,In Progress,,4.8
PTC00612,CND0248,PRG0216,Completed,95.4,3.8
PTC00613,CND0248,PRG0244,Completed,77.1,4.9
PTC00614,CND0248,PRG0172,Completed,98.9,4.5
PTC00615,CND0249,PRG0206,Completed,73.2,5.0
PTC00616,CND0249,PRG0204,Completed,90.5,4.4
PTC00617,CND0249,PRG0205,Completed,86.6,4.2
PTC00618,CND0250,PRG0198,Completed,87.6,3.2
PTC00619,CND0250,PRG0197,In Progress,,4.5
PTC00620,CND0251,PRG0192,Completed,73.9,4.1
PTC00621,CND0251,PRG0194,Dropped,,4.8
PTC00622,CND0251,PRG0193,Completed,84.6,4.4
PTC00623,CND0252,PRG0013,Completed,90.0,3.7
PTC00624,CND0252,PRG0015,Completed,92.0,4.4
PTC00625,CND0252,PRG0014,Completed,82.7,4.9
PTC00626,CND0253,PRG0120,Completed,80.8,4.4
PTC00627,CND0254,PRG0248,In Progress,,4.4
PTC00628,CND0255,PRG0203,In Progress,,3.8
PTC00629,CND0256,PRG0206,Completed,75.0,3.2
PTC00630,CND0257,PRG0154,Dropped,,3.9
PTC00631,CND0257,PRG0151,In Progress,,4.0
PTC00632,CND0257,PRG0150,Completed,76.2,5.0
PTC00633,CND0258,PRG0190,Completed,70.6,4.0
PTC00634,CND0259,PRG0148,Completed,85.3,4.2
PTC00635,CND0259,PRG0149,Completed,73.5,4.5
PTC00636,CND0260,PRG0069,Dropped,,3.1
PTC00637,CND0261,PRG0163,Completed,67.7,4.7
PTC00638,CND0261,PRG0165,Completed,73.5,4.2
PTC00639,CND0262,PRG0160,Completed,70.1,2.8
PTC00640,CND0262,PRG0159,Completed,87.4,5.0
PTC00641,CND0262,PRG0162,Dropped,,4.9
PTC00642,CND0263,PRG0192,Completed,88.8,4.2
PTC00643,CND0263,PRG0003,Completed,67.9,4.2
PTC00644,CND0263,PRG0245,Completed,99.0,4.9
PTC00645,CND0263,PRG0082,Completed,81.4,4.8
PTC00646,CND0263,PRG0177,Completed,78.3,3.2
PTC00647,CND0264,PRG0052,Dropped,,3.6
PTC00648,CND0264,PRG0053,In Progress,,4.4
PTC00649,CND0265,PRG0190,Completed,69.4,2.9
PTC00650,CND0265,PRG0193,In Progress,,4.7
PTC00651,CND0265,PRG0194,Completed,73.1,4.4
PTC00652,CND0266,PRG0003,In Progress,,3.8
PTC00653,CND0266,PRG0002,Dropped,,3.9
PTC00654,CND0267,PRG0218,Dropped,,4.9
PTC00655,CND0267,PRG0202,In Progress,,3.9
PTC00656,CND0267,PRG0037,Completed,74.8,4.1
PTC00657,CND0267,PRG0178,In Progress,,4.9
PTC00658,CND0267,PRG0251,Completed,83.9,3.9
PTC00659,CND0268,PRG0031,Completed,86.8,4.0
PTC00660,CND0268,PRG0032,Completed,87.4,4.4
PTC00661,CND0269,PRG0013,Completed,85.8,3.8
PTC00662,CND0269,PRG0014,Completed,79.4,4.7
PTC00663,CND0269,PRG0015,Completed,81.7,3.8
PTC00664,CND0270,PRG0077,Completed,74.7,2.6
PTC00665,CND0270,PRG0079,Dropped,,3.9
PTC00666,CND0270,PRG0078,Completed,76.7,5.0
PTC00667,CND0270,PRG0076,Completed,78.1,4.4
PTC00668,CND0272,PRG0185,Completed,89.7,4.3
PTC00669,CND0272,PRG0186,In Progress,,4.5
PTC00670,CND0273,PRG0100,Completed,100.0,2.9
PTC00671,CND0274,PRG0205,Dropped,,5.0
PTC00672,CND0276,PRG0210,Completed,84.5,3.7
PTC00673,CND0277,PRG0190,Completed,94.2,3.9
PTC00674,CND0278,PRG0030,Dropped,,3.8
PTC00675,CND0278,PRG0028,Completed,89.6,4.6
PTC00676,CND0279,PRG0054,Completed,100.0,5.0
PTC00677,CND0279,PRG0055,Completed,83.4,3.8
PTC00678,CND0281,PRG0197,Completed,70.0,4.4
PTC00679,CND0281,PRG0233,Completed,87.3,3.6
PTC00680,CND0281,PRG0006,Completed,72.2,4.8
PTC00681,CND0281,PRG0249,Dropped,,4.8
PTC00682,CND0281,PRG0206,Completed,71.1,3.4
PTC00683,CND0282,PRG0173,Completed,73.8,3.4
PTC00684,CND0283,PRG0243,In Progress,,3.5
PTC00685,CND0283,PRG0172,Completed,85.0,4.2
PTC00686,CND0283,PRG0187,Completed,86.8,3.2
PTC00687,CND0283,PRG0058,Dropped,,4.2
PTC00688,CND0283,PRG0092,Completed,100.0,4.0
PTC00689,CND0284,PRG0173,Completed,72.5,5.0
PTC00690,CND0284,PRG0133,Completed,91.3,4.1
PTC00691,CND0284,PRG0102,Completed,93.4,3.5
PTC00692,CND0284,PRG0233,Completed,73.8,3.8
PTC00693,CND0284,PRG0223,Completed,76.7,3.6
PTC00694,CND0285,PRG0071,Completed,84.3,5.0
PTC00695,CND0285,PRG0070,Dropped,,4.2
PTC00696,CND0286,PRG0229,Completed,63.5,4.3
PTC00697,CND0286,PRG0231,Completed,71.9,4.0
PTC00698,CND0286,PRG0230,Completed,89.2,4.7
PTC00699,CND0287,PRG0167,Dropped,,5.0
PTC00700,CND0287,PRG0153,Completed,80.8,4.3
PTC00701,CND0287,PRG0019,Completed,70.7,5.0
PTC00702,CND0287,PRG0058,Completed,97.2,4.6
PTC00703,CND0287,PRG0183,Completed,82.7,4.1
PTC00704,CND0288,PRG0086,Completed,64.6,4.5
PTC00705,CND0288,PRG0087,Completed,81.3,4.5
PTC00706,CND0289,PRG0208,Completed,83.3,4.0
PTC00707,CND0290,PRG0198,In Progress,,3.1
PTC00708,CND0290,PRG0197,In Progress,,4.8
PTC00709,CND0290,PRG0195,In Progress,,4.5
PTC00710,CND0291,PRG0177,Completed,86.3,3.6
PTC00711,CND0291,PRG0174,Completed,75.6,4.2
PTC00712,CND0291,PRG0176,Completed,73.5,4.9
PTC00713,CND0292,PRG0190,Completed,81.4,3.1
PTC00714,CND0292,PRG0193,Completed,78.1,4.3
PTC00715,CND0292,PRG0192,Completed,86.5,3.9
PTC00716,CND0292,PRG0194,Completed,82.3,2.7
PTC00717,CND0293,PRG0160,In Progress,,3.8
PTC00718,CND0294,PRG0071,In Progress,,3.6
PTC00719,CND0294,PRG0072,Completed,79.9,4.6
PTC00720,CND0294,PRG0069,Completed,83.6,3.8
PTC00721,CND0295,PRG0099,Completed,84.2,3.4
PTC00722,CND0295,PRG0134,Completed,74.9,4.0
PTC00723,CND0295,PRG0156,In Progress,,3.7
PTC00724,CND0295,PRG0125,Completed,99.3,3.7
PTC00725,CND0295,PRG0026,Dropped,,3.9
PTC00726,CND0296,PRG0146,Completed,84.0,3.5
PTC00727,CND0296,PRG0147,Completed,79.1,4.3
PTC00728,CND0297,PRG0067,In Progress,,4.8
PTC00729,CND0298,PRG0252,Completed,84.3,4.6
PTC00730,CND0298,PRG0251,In Progress,,3.4
PTC00731,CND0298,PRG0250,Dropped,,5.0
PTC00732,CND0298,PRG0253,Completed,84.0,5.0
PTC00733,CND0299,PRG0237,Completed,83.5,5.0
PTC00734,CND0299,PRG0163,Dropped,,4.1
PTC00735,CND0299,PRG0050,Completed,93.6,4.6
PTC00736,CND0299,PRG0114,Completed,79.9,4.6
PTC00737,CND0300,PRG0085,Completed,77.3,3.1
PTC00738,CND0300,PRG0084,Completed,89.6,4.1
PTC00739,CND0301,PRG0169,Completed,86.2,4.2
PTC00740,CND0301,PRG0200,Completed,78.6,5.0
PTC00741,CND0301,PRG0244,Completed,92.9,4.5
PTC00742,CND0301,PRG0007,Completed,70.5,3.8
PTC00743,CND0301,PRG0176,Dropped,,3.6
PTC00744,CND0302,PRG0187,Dropped,,4.0
PTC00745,CND0302,PRG0189,Completed,69.9,4.4
PTC00746,CND0303,PRG0073,Dropped,,4.4
PTC00747,CND0304,PRG0086,Completed,92.5,5.0
PTC00748,CND0305,PRG0242,Completed,86.9,4.0
PTC00749,CND0306,PRG0200,Completed,82.8,3.9
PTC00750,CND0306,PRG0199,Completed,78.4,4.2
PTC00751,CND0307,PRG0082,Completed,75.2,4.8
PTC00752,CND0309,PRG0171,Completed,91.5,3.6
PTC00753,CND0309,PRG0172,Completed,86.7,4.0
PTC00754,CND0309,PRG0170,Completed,90.5,2.9
PTC00755,CND0311,PRG0012,Completed,80.9,3.7
PTC00756,CND0311,PRG0146,Completed,90.4,4.0
PTC00757,CND0311,PRG0252,Completed,52.9,4.0
PTC00758,CND0311,PRG0121,In Progress,,3.6
PTC00759,CND0312,PRG0199,Completed,65.7,4.6
PTC00760,CND0312,PRG0200,Completed,89.1,4.1
PTC00761,CND0313,PRG0238,Completed,80.3,5.0
PTC00762,CND0314,PRG0204,In Progress,,3.7
PTC00763,CND0315,PRG0075,Completed,68.8,4.7
PTC00764,CND0315,PRG0074,Completed,72.0,3.7
PTC00765,CND0316,PRG0112,In Progress,,4.0
PTC00766,CND0316,PRG0215,Completed,93.8,4.5
PTC00767,CND0316,PRG0143,Dropped,,3.8
PTC00768,CND0316,PRG0164,Dropped,,5.0
PTC00769,CND0317,PRG0192,Completed,70.6,4.6
PTC00770,CND0318,PRG0094,Completed,93.2,3.3
PTC00771,CND0318,PRG0093,Completed,63.2,4.6
PTC00772,CND0318,PRG0090,In Progress,,3.1
PTC00773,CND0318,PRG0091,Completed,78.3,4.5
PTC00774,CND0319,PRG0091,In Progress,,3.6
PTC00775,CND0319,PRG0205,Dropped,,3.8
PTC00776,CND0319,PRG0148,Dropped,,3.7
PTC00777,CND0319,PRG0002,Completed,90.3,4.7
PTC00778,CND0319,PRG0172,Completed,86.5,4.9
PTC00779,CND0320,PRG0079,Completed,70.2,4.8
PTC00780,CND0320,PRG0077,Completed,74.3,4.6
PTC00781,CND0320,PRG0078,Completed,71.6,4.6
PTC00782,CND0320,PRG0076,Completed,68.8,3.7
PTC00783,CND0321,PRG0118,Completed,89.1,4.8
PTC00784,CND0323,PRG0153,Completed,85.3,4.1
PTC00785,CND0323,PRG0150,Completed,87.3,4.0
PTC00786,CND0324,PRG0240,Completed,81.8,4.2
PTC00787,CND0325,PRG0189,In Progress,,4.0
PTC00788,CND0325,PRG0187,Completed,92.1,3.4
PTC00789,CND0326,PRG0058,In Progress,,4.3
PTC00790,CND0327,PRG0162,Completed,91.4,4.3
PTC00791,CND0327,PRG0161,Completed,74.0,4.6
PTC00792,CND0328,PRG0146,Completed,79.6,3.6
PTC00793,CND0329,PRG0123,Completed,92.4,4.1
PTC00794,CND0329,PRG0090,Completed,84.5,4.6
PTC00795,CND0329,PRG0242,Completed,70.6,4.9
PTC00796,CND0329,PRG0103,Completed,99.3,4.9
PTC00797,CND0329,PRG0166,Completed,69.5,3.0
PTC00798,CND0330,PRG0181,In Progress,,4.6
PTC00799,CND0331,PRG0151,In Progress,,4.7
PTC00800,CND0331,PRG0153,In Progress,,4.6
PTC00801,CND0331,PRG0152,In Progress,,3.7
PTC00802,CND0331,PRG0150,In Progress,,5.0
PTC00803,CND0332,PRG0156,Completed,93.7,4.3
PTC00804,CND0333,PRG0025,Dropped,,2.9
PTC00805,CND0333,PRG0027,Completed,90.8,3.3
PTC00806,CND0333,PRG0026,Completed,97.0,4.0
PTC00807,CND0334,PRG0111,In Progress,,4.1
PTC00808,CND0335,PRG0195,In Progress,,5.0
PTC00809,CND0335,PRG0196,Completed,85.4,3.5
PTC00810,CND0335,PRG0197,Dropped,,3.6
PTC00811,CND0336,PRG0041,In Progress,,3.6
PTC00812,CND0336,PRG0037,Completed,85.3,5.0
PTC00813,CND0336,PRG0038,In Progress,,4.6
PTC00814,CND0336,PRG0039,In Progress,,4.8
PTC00815,CND0337,PRG0021,Completed,90.2,5.0
PTC00816,CND0337,PRG0187,Completed,71.9,4.0
PTC00817,CND0337,PRG0205,Completed,86.2,4.2
PTC00818,CND0337,PRG0226,Completed,72.2,4.9
PTC00819,CND0338,PRG0015,In Progress,,5.0
PTC00820,CND0340,PRG0058,Completed,100.0,4.2
PTC00821,CND0340,PRG0087,Completed,73.6,3.6
PTC00822,CND0340,PRG0188,In Progress,,4.7
PTC00823,CND0341,PRG0111,Completed,84.4,3.9
PTC00824,CND0341,PRG0109,Completed,100.0,4.6
PTC00825,CND0341,PRG0112,Completed,72.8,3.0
PTC00826,CND0342,PRG0247,In Progress,,4.7
PTC00827,CND0343,PRG0213,Completed,89.7,4.8
PTC00828,CND0344,PRG0124,In Progress,,4.0
PTC00829,CND0344,PRG0123,Dropped,,5.0
PTC00830,CND0345,PRG0064,In Progress,,4.5
PTC00831,CND0345,PRG0065,Completed,82.8,3.8
PTC00832,CND0345,PRG0062,Completed,80.3,4.2
PTC00833,CND0346,PRG0114,Dropped,,2.9
PTC00834,CND0346,PRG0190,Completed,70.5,3.2
PTC00835,CND0346,PRG0186,Dropped,,3.1
PTC00836,CND0347,PRG0094,Dropped,,3.4
PTC00837,CND0347,PRG0092,Dropped,,4.4
PTC00838,CND0347,PRG0091,Completed,83.3,4.2
PTC00839,CND0348,PRG0171,In Progress,,3.5
PTC00840,CND0348,PRG0170,Completed,79.2,3.6
PTC00841,CND0348,PRG0173,Completed,87.1,3.8
PTC00842,CND0349,PRG0233,Completed,100.0,4.9
PTC00843,CND0350,PRG0076,Dropped,,4.3
PTC00844,CND0350,PRG0007,Dropped,,3.7
PTC00845,CND0350,PRG0133,In Progress,,4.1
PTC00846,CND0350,PRG0187,Completed,90.0,3.7
PTC00847,CND0351,PRG0143,Completed,77.6,4.5
PTC00848,CND0351,PRG0145,Completed,96.9,5.0
PTC00849,CND0352,PRG0144,In Progress,,4.0
PTC00850,CND0352,PRG0145,Completed,87.6,3.7
PTC00851,CND0352,PRG0143,Completed,81.0,3.9
PTC00852,CND0352,PRG0142,Completed,100.0,4.5
PTC00853,CND0353,PRG0090,Completed,76.1,4.7
PTC00854,CND0353,PRG0248,Completed,80.3,3.6
PTC00855,CND0353,PRG0195,Completed,69.4,5.0
PTC00856,CND0353,PRG0008,Completed,83.3,3.8
PTC00857,CND0353,PRG0034,In Progress,,4.1
PTC00858,CND0354,PRG0238,Completed,90.1,4.4
PTC00859,CND0355,PRG0183,Dropped,,4.9
PTC00860,CND0355,PRG0256,Completed,87.2,4.1
PTC00861,CND0355,PRG0236,Completed,100.0,4.7
PTC00862,CND0355,PRG0007,Completed,87.7,3.4
PTC00863,CND0355,PRG0117,In Progress,,3.4
PTC00864,CND0356,PRG0061,Completed,84.9,4.3
PTC00865,CND0357,PRG0233,Completed,97.9,3.5
PTC00866,CND0357,PRG0234,Completed,79.9,3.9
PTC00867,CND0358,PRG0070,Completed,76.5,4.4
PTC00868,CND0359,PRG0094,Dropped,,2.7
PTC00869,CND0359,PRG0126,Completed,74.7,4.2
PTC00870,CND0359,PRG0117,Completed,83.3,3.8
PTC00871,CND0360,PRG0252,Dropped,,4.3
PTC00872,CND0360,PRG0253,Dropped,,3.4
PTC00873,CND0360,PRG0251,In Progress,,4.0
PTC00874,CND0360,PRG0250,In Progress,,4.3
PTC00875,CND0361,PRG0068,Completed,81.1,4.2
PTC00876,CND0361,PRG0156,Completed,82.5,3.6
PTC00877,CND0361,PRG0032,In Progress,,3.8
PTC00878,CND0362,PRG0137,Completed,69.2,4.8
PTC00879,CND0362,PRG0138,In Progress,,2.9
PTC00880,CND0362,PRG0136,Completed,93.5,5.0
PTC00881,CND0363,PRG0240,Completed,71.9,3.9
PTC00882,CND0363,PRG0238,Completed,97.3,4.6
PTC00883,CND0363,PRG0239,Completed,72.8,3.2
PTC00884,CND0364,PRG0254,Completed,87.0,3.9
PTC00885,CND0365,PRG0111,Completed,73.0,3.4
PTC00886,CND0365,PRG0250,In Progress,,4.5
PTC00887,CND0365,PRG0154,Completed,78.5,3.9
PTC00888,CND0365,PRG0005,In Progress,,4.6
PTC00889,CND0366,PRG0100,Completed,76.0,4.8
PTC00890,CND0366,PRG0234,Completed,76.5,5.0
PTC00891,CND0366,PRG0001,Completed,94.0,4.4
PTC00892,CND0367,PRG0006,Completed,74.0,4.5
PTC00893,CND0367,PRG0008,Completed,94.8,2.9
PTC00894,CND0368,PRG0154,Completed,72.3,5.0
PTC00895,CND0368,PRG0136,Dropped,,3.9
PTC00896,CND0368,PRG0128,Completed,70.3,4.1
PTC00897,CND0369,PRG0226,Completed,100.0,5.0
PTC00898,CND0369,PRG0058,In Progress,,3.4
PTC00899,CND0369,PRG0094,Completed,68.0,4.4
PTC00900,CND0369,PRG0250,Completed,94.0,3.8
PTC00901,CND0370,PRG0257,In Progress,,5.0
PTC00902,CND0370,PRG0258,Dropped,,4.4
PTC00903,CND0371,PRG0076,Completed,76.7,3.3
PTC00904,CND0371,PRG0077,Completed,85.5,5.0
PTC00905,CND0371,PRG0078,Completed,63.6,4.2
PTC00906,CND0372,PRG0250,In Progress,,4.6
PTC00907,CND0373,PRG0148,Completed,83.2,4.7
PTC00908,CND0373,PRG0149,Completed,100.0,4.5
PTC00909,CND0374,PRG0141,Completed,56.9,4.3
PTC00910,CND0374,PRG0140,Completed,92.7,4.3
PTC00911,CND0375,PRG0108,In Progress,,4.7
PTC00912,CND0375,PRG0080,In Progress,,3.7
PTC00913,CND0375,PRG0166,In Progress,,3.8
PTC00914,CND0375,PRG0081,Completed,73.8,3.6
PTC00915,CND0375,PRG0099,Completed,100.0,5.0
PTC00916,CND0376,PRG0223,Completed,67.1,4.3
PTC00917,CND0376,PRG0222,Completed,74.8,3.3
PTC00918,CND0377,PRG0123,Completed,95.4,4.9
PTC00919,CND0378,PRG0064,In Progress,,5.0
PTC00920,CND0378,PRG0063,In Progress,,3.3
PTC00921,CND0379,PRG0190,In Progress,,4.4
PTC00922,CND0379,PRG0075,Completed,79.7,3.7
PTC00923,CND0379,PRG0157,Completed,74.8,5.0
PTC00924,CND0379,PRG0171,Completed,82.0,4.7
PTC00925,CND0379,PRG0182,In Progress,,3.7
PTC00926,CND0380,PRG0059,In Progress,,4.2
PTC00927,CND0380,PRG0060,Completed,83.1,4.1
PTC00928,CND0380,PRG0061,In Progress,,4.4
PTC00929,CND0381,PRG0234,Dropped,,4.9
PTC00930,CND0381,PRG0141,Completed,90.9,3.4
PTC00931,CND0381,PRG0010,In Progress,,4.4
PTC00932,CND0381,PRG0104,Completed,62.2,4.2
PTC00933,CND0381,PRG0107,Completed,100.0,3.6
PTC00934,CND0382,PRG0081,In Progress,,4.6
PTC00935,CND0382,PRG0082,Completed,75.7,4.1
PTC00936,CND0382,PRG0080,Completed,89.4,4.5
PTC00937,CND0383,PRG0067,Completed,84.7,3.9
PTC00938,CND0383,PRG0066,Completed,80.2,3.6
PTC00939,CND0383,PRG0068,Completed,81.6,3.7
PTC00940,CND0384,PRG0241,Completed,70.9,4.5
PTC00941,CND0384,PRG0024,Completed,73.7,4.3
PTC00942,CND0384,PRG0200,Completed,85.6,4.2
PTC00943,CND0384,PRG0250,Completed,61.1,4.3
PTC00944,CND0384,PRG0128,Completed,100.0,4.0
PTC00945,CND0385,PRG0142,Completed,74.7,4.9
PTC00946,CND0385,PRG0190,Completed,89.8,4.7
PTC00947,CND0385,PRG0225,Dropped,,3.9
PTC00948,CND0385,PRG0146,Completed,86.0,3.8
PTC00949,CND0386,PRG0212,Completed,82.7,4.1
PTC00950,CND0386,PRG0078,Completed,93.9,4.1
PTC00951,CND0386,PRG0154,Completed,70.8,4.0
PTC00952,CND0386,PRG0103,Completed,83.8,4.9
PTC00953,CND0387,PRG0189,Dropped,,5.0
PTC00954,CND0387,PRG0188,Completed,80.5,4.5
PTC00955,CND0387,PRG0187,In Progress,,4.7
PTC00956,CND0388,PRG0061,In Progress,,4.7
PTC00957,CND0388,PRG0060,Completed,78.8,3.9
PTC00958,CND0388,PRG0059,In Progress,,4.4
PTC00959,CND0389,PRG0212,Completed,82.7,4.3
PTC00960,CND0389,PRG0213,Completed,68.1,4.7
PTC00961,CND0390,PRG0231,Completed,86.2,4.2
PTC00962,CND0390,PRG0229,In Progress,,3.3
PTC00963,CND0390,PRG0230,Completed,68.8,4.4
PTC00964,CND0390,PRG0232,Completed,60.7,4.8
PTC00965,CND0391,PRG0200,In Progress,,4.1
PTC00966,CND0391,PRG0199,In Progress,,4.3
PTC00967,CND0392,PRG0031,In Progress,,3.9
PTC00968,CND0392,PRG0192,In Progress,,4.5
PTC00969,CND0392,PRG0009,In Progress,,4.8
PTC00970,CND0392,PRG0224,Completed,70.0,2.8
PTC00971,CND0393,PRG0033,Completed,91.0,3.2
PTC00972,CND0393,PRG0032,Completed,82.0,4.2
PTC00973,CND0394,PRG0170,Completed,78.3,3.4
PTC00974,CND0394,PRG0172,Completed,74.9,4.5
PTC00975,CND0395,PRG0068,In Progress,,4.4
PTC00976,CND0396,PRG0053,In Progress,,4.3
PTC00977,CND0396,PRG0050,In Progress,,3.5
PTC00978,CND0397,PRG0090,Completed,67.1,5.0
PTC00979,CND0397,PRG0093,In Progress,,3.9
PTC00980,CND0398,PRG0038,Completed,79.9,5.0
PTC00981,CND0398,PRG0221,In Progress,,4.2
PTC00982,CND0398,PRG0142,Dropped,,4.4
PTC00983,CND0398,PRG0239,Dropped,,4.3
PTC00984,CND0399,PRG0038,Completed,65.7,4.6
PTC00985,CND0399,PRG0094,Dropped,,3.9
